Date,Open,High,Low,Close,Adj Close,Volume
2020-01-22,9179.500000,9254.000000,9174.250000,9195.750000,9195.750000,532160
2020-01-23,9190.000000,9253.500000,9151.750000,9248.250000,9248.250000,519015
2020-01-24,9252.000000,9287.250000,9109.500000,9144.500000,9144.500000,616950
2020-01-26,9077.000000,9077.000000,8994.000000,9004.500000,9004.500000,875259
2020-01-27,9077.000000,9077.000000,8925.500000,8954.500000,8954.500000,758796
2020-01-28,8952.500000,9136.250000,8952.500000,9105.250000,9105.250000,792705
2020-01-29,9119.500000,9158.750000,9072.250000,9098.500000,9098.500000,632550
2020-01-30,9111.250000,9240.000000,9003.500000,9216.250000,9216.250000,578408
2020-01-31,9226.500000,9248.750000,8966.000000,8997.750000,8997.750000,846585
2020-02-02,8982.750000,9038.250000,8975.000000,9029.500000,9029.500000,459823
2020-02-03,8982.750000,9155.750000,8975.000000,9114.250000,9114.250000,898384
2020-02-04,9099.000000,9369.250000,9073.000000,9355.000000,9355.000000,680726
2020-02-05,9357.000000,9462.750000,9317.750000,9381.500000,9381.500000,563913
2020-02-06,9390.000000,9464.000000,9362.500000,9455.500000,9455.500000,729548
2020-02-07,9467.000000,9471.000000,9385.000000,9409.500000,9409.500000,545054
2020-02-09,9401.500000,9424.000000,9330.750000,9353.250000,9353.250000,338030
2020-02-10,9401.500000,9531.500000,9330.750000,9527.500000,9527.500000,592695
2020-02-11,9525.000000,9609.500000,9501.250000,9527.250000,9527.250000,500147
2020-02-12,9536.250000,9628.250000,9523.750000,9625.750000,9625.750000,589570
2020-02-13,9621.500000,9644.750000,9511.250000,9613.000000,9613.000000,454472
2020-02-14,9626.250000,9659.250000,9588.000000,9632.250000,9632.250000,613580
2020-02-16,9635.000000,9668.750000,9634.250000,9663.750000,9663.750000,297278
2020-02-18,9635.000000,9687.500000,9534.250000,9636.000000,9636.000000,489387
2020-02-19,9643.250000,9748.750000,9641.250000,9733.500000,9733.500000,668505
2020-02-20,9744.750000,9763.000000,9517.000000,9624.250000,9624.250000,419130
2020-02-21,9617.250000,9623.750000,9411.500000,9458.000000,9458.000000,802424
2020-02-23,9355.250000,9365.000000,9289.000000,9315.000000,9315.000000,995989
2020-02-24,9355.250000,9365.000000,9041.250000,9091.000000,9091.000000,911839
2020-02-25,9091.000000,9224.250000,8810.000000,8854.250000,8854.250000,1171879
2020-02-26,8868.250000,9037.500000,8709.500000,8850.250000,8850.250000,1344897
2020-02-27,8811.500000,8878.500000,8374.500000,8850.250000,8850.250000,1550066
2020-02-28,8347.000000,8574.750000,8126.250000,8382.750000,8382.750000,1506884
2020-03-01,8347.000000,8574.750000,8126.250000,8382.750000,8382.750000,1513887
2020-03-02,8349.250000,8883.250000,8224.250000,8454.000000,8454.000000,1338786
2020-03-03,8830.500000,9002.500000,8511.000000,8791.250000,8791.250000,1277458
2020-03-04,8557.500000,8950.000000,8508.250000,8582.500000,8582.500000,924629
2020-03-05,8889.000000,8899.750000,8610.750000,8896.500000,8896.500000,943408
2020-03-06,8677.000000,8726.500000,8310.500000,8648.750000,8648.750000,1083638
2020-03-08,8677.000000,8726.500000,8310.500000,8648.750000,8648.750000,1086560
2020-03-09,8369.000000,8375.000000,7819.000000,8503.250000,8503.250000,545428
2020-03-10,7893.750000,8378.750000,7814.250000,7951.500000,7951.500000,967814
2020-03-11,8317.000000,8334.250000,7892.750000,8331.500000,8331.500000,976682
2020-03-12,7998.750000,8108.000000,7128.500000,8003.500000,8003.500000,861265
2020-03-13,7100.000000,7978.000000,6942.500000,7215.250000,7215.250000,570212
2020-03-15,7100.000000,7978.000000,6942.500000,7215.250000,7215.250000,578813
2020-03-16,7919.750000,7920.000000,6906.000000,7900.750000,7900.750000,416627
2020-03-17,7294.250000,7551.250000,6931.250000,7182.750000,7182.750000,154561400
2020-03-18,7343.250000,7380.000000,6810.000000,7392.250000,7392.250000,502686
2020-03-19,7234.250000,7502.500000,6874.250000,7205.500000,7205.500000,509651
2020-03-20,7177.000000,7629.000000,6952.000000,7273.500000,7273.500000,554317
2020-03-22,6798.000000,6798.000000,6628.750000,6688.750000,6688.750000,321230
2020-03-23,6733.500000,7316.250000,6666.000000,7085.250000,7085.250000,222847705
2020-03-24,7156.250000,7634.000000,7132.250000,7484.500000,7484.500000,186762087
2020-03-25,7435.250000,7761.000000,7371.500000,7462.000000,7462.000000,242979235
2020-03-26,7445.500000,7893.500000,7310.250000,7856.000000,7856.000000,196928629
2020-03-27,7767.750000,7806.750000,7551.250000,7561.000000,7561.000000,155867209
2020-03-29,7395.750000,7507.250000,7367.250000,7489.250000,7489.250000,1256384
2020-03-30,7547.000000,7885.000000,7492.000000,7871.250000,7871.250000,165079683
2020-03-31,7881.250000,7995.000000,7705.000000,7720.000000,7720.000000,152926788
2020-04-01,7692.750000,7694.500000,7404.250000,7498.000000,7498.000000,158305604
2020-04-02,7525.500000,7656.250000,7376.000000,7587.250000,7587.250000,160830424
2020-04-03,7560.250000,7660.250000,7423.500000,7522.000000,7522.000000,125484933
2020-04-05,null,null,null,null,null,null
2020-04-06,7789.750000,8099.000000,7750.000000,8075.250000,8075.250000,164979484
2020-04-07,8034.250000,8303.250000,7948.000000,8029.750000,8029.750000,525510
2020-04-08,8042.000000,8242.000000,7981.000000,8231.750000,8231.750000,164021285
2020-04-09,8168.000000,8326.250000,8101.750000,8238.750000,8238.750000,190921520
2020-04-12,8296.000000,8327.500000,8073.250000,8115.750000,8115.750000,1224003
2020-04-13,8109.000000,8373.500000,8091.000000,8362.500000,8362.500000,134277446
2020-04-14,8448.750000,8708.000000,8415.250000,8675.250000,8675.250000,157345858
2020-04-15,8655.250000,8681.750000,8486.500000,8532.750000,8532.750000,159285002
2020-04-16,8539.000000,8966.750000,8539.000000,8926.250000,8926.250000,192049231
2020-04-17,8915.750000,8952.500000,8689.500000,8812.000000,8812.000000,201638423
2020-04-19,8747.500000,8763.750000,8733.000000,8744.250000,8744.250000,582500
2020-04-20,8817.000000,8846.000000,8687.000000,8721.750000,8721.750000,166372961
2020-04-21,8647.250000,8709.250000,8342.000000,8445.000000,8445.000000,226945058
2020-04-22,8447.000000,8700.000000,8400.000000,8431.750000,8431.750000,368770
2020-04-23,8598.500000,8786.500000,8532.000000,8551.000000,8551.000000,157192323
2020-04-24,8535.750000,8780.250000,8505.000000,8763.750000,8763.750000,141646451
